"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades"
"TATASTEEL","EQ","27-Jul-2016","        367.80","        368.90","        370.50","        354.10","        362.70","        363.05","        361.56","   10359001","      37454.36","      89879"
"TATASTEEL","EQ","28-Jul-2016","        363.05","        358.00","        359.20","        348.65","        350.30","        349.85","        353.09","   10526709","      37168.38","      68053"
"TATASTEEL","EQ","29-Jul-2016","        349.85","        351.05","        359.00","        351.05","        354.45","        355.05","        355.85","    8349227","      29710.70","     100717"
"TATASTEEL","EQ","01-Aug-2016","        355.05","        356.15","        366.60","        354.25","        365.10","        364.85","        361.87","   10082335","      36485.14","      80189"
"TATASTEEL","EQ","02-Aug-2016","        364.85","        366.45","        370.70","        360.10","        363.00","        361.85","        365.78","    8108008","      29657.23","      91549"
"TATASTEEL","EQ","03-Aug-2016","        361.85","        364.65","        366.45","        354.90","        357.30","        358.05","        360.24","    5746762","      20701.89","      54405"
"TATASTEEL","EQ","04-Aug-2016","        358.05","        360.40","        374.90","        357.40","        373.80","        373.80","        368.68","    9639368","      35537.98","      96430"
"TATASTEEL","EQ","05-Aug-2016","        373.80","        378.00","        383.00","        376.50","        380.80","        381.70","        380.21","    9117890","      34667.52","     118059"
"TATASTEEL","EQ","08-Aug-2016","        381.70","        382.40","        384.50","        376.25","        379.70","        379.55","        380.17","    6662412","      25328.47","      74342"
"TATASTEEL","EQ","09-Aug-2016","        379.55","        379.00","        382.45","        373.60","        376.45","        375.35","        377.67","    5618546","      21219.52","      50798"
"TATASTEEL","EQ","10-Aug-2016","        375.35","        377.90","        379.40","        368.15","        369.15","        370.30","        372.60","    4594009","      17117.28","      46318"
"TATASTEEL","EQ","11-Aug-2016","        370.30","        370.30","        373.60","        361.50","        369.90","        368.35","        368.09","    4419528","      16267.77","      49491"
"TATASTEEL","EQ","12-Aug-2016","        368.35","        370.00","        378.35","        369.35","        373.85","        374.75","        375.08","    4411019","      16544.87","      55536"
"TATASTEEL","EQ","16-Aug-2016","        374.75","        375.00","        381.00","        373.05","        380.30","        379.15","        377.37","    6104127","      23035.13","      70465"
"TATASTEEL","EQ","17-Aug-2016","        379.15","        379.95","        392.95","        379.95","        391.25","        391.85","        387.82","    9353131","      36273.57","     116408"
"TATASTEEL","EQ","18-Aug-2016","        391.85","        392.50","        393.90","        385.10","        386.80","        387.20","        388.63","    5920398","      23008.65","      59031"
"TATASTEEL","EQ","19-Aug-2016","        387.20","        389.15","        394.65","        383.50","        390.95","        392.15","        389.53","    8947214","      34852.13","      82993"
"TATASTEEL","EQ","22-Aug-2016","        392.15","        391.50","        391.50","        384.50","        387.30","        388.15","        387.55","    5563430","      21561.31","      61900"
"TATASTEEL","EQ","23-Aug-2016","        388.15","        387.95","        391.00","        378.15","        384.50","        385.15","        385.80","    6720835","      25928.90","      65548"
"TATASTEEL","EQ","24-Aug-2016","        385.15","        385.60","        387.30","        378.75","        379.35","        379.95","        381.98","    4261868","      16279.68","      44749"
"TATASTEEL","EQ","25-Aug-2016","        379.95","        381.70","        382.30","        370.50","        373.00","        372.30","        376.94","    4773691","      17993.94","      52365"
"TATASTEEL","EQ","26-Aug-2016","        372.30","        375.00","        375.95","        367.30","        369.00","        369.45","        370.62","    4311789","      15980.46","      45462"
"TATASTEEL","EQ","29-Aug-2016","        369.45","        368.90","        375.45","        367.75","        374.15","        373.75","        373.11","    3718240","      13873.10","      41719"
"TATASTEEL","EQ","30-Aug-2016","        373.75","        375.35","        379.50","        375.00","        378.00","        377.75","        377.61","    3804436","      14365.94","      42218"
"TATASTEEL","EQ","31-Aug-2016","        377.75","        378.00","        381.35","        368.80","        370.10","        370.10","        374.44","    4530361","      16963.71","      54808"
"TATASTEEL","EQ","01-Sep-2016","        370.10","        371.30","        377.70","        369.50","        374.55","        374.60","        373.91","    4453409","      16651.76","      52415"
"TATASTEEL","EQ","02-Sep-2016","        374.60","        375.95","        376.20","        370.40","        373.05","        374.20","        373.14","    2824297","      10538.51","      27019"
"TATASTEEL","EQ","06-Sep-2016","        374.20","        375.00","        386.75","        374.40","        385.00","        385.75","        382.81","    5828507","      22311.92","      60389"
"TATASTEEL","EQ","07-Sep-2016","        385.75","        387.10","        394.15","        386.60","        390.25","        389.95","        390.85","    6965026","      27223.04","      83143"
"TATASTEEL","EQ","08-Sep-2016","        389.95","        390.25","        408.60","        390.25","        402.30","        403.00","        402.87","   11234744","      45261.30","     119210"
"TATASTEEL","EQ","09-Sep-2016","        403.00","        404.90","        406.90","        393.25","        395.10","        394.60","        398.32","    5962851","      23751.45","      74736"
"TATASTEEL","EQ","12-Sep-2016","        394.60","        385.00","        385.90","        370.60","        371.95","        373.30","        378.63","    6717365","      25433.87","      95133"
"TATASTEEL","EQ","14-Sep-2016","        373.30","        370.00","        378.00","        363.15","        374.20","        373.90","        370.10","   11105369","      41100.79","     113979"
"TATASTEEL","EQ","15-Sep-2016","        373.90","        374.00","        375.10","        363.75","        366.30","        366.40","        367.78","    4875040","      17929.25","      53131"
"TATASTEEL","EQ","16-Sep-2016","        366.40","        369.50","        371.90","        357.60","        359.20","        358.85","        364.76","    6075750","      22162.14","      58954"
"TATASTEEL","EQ","19-Sep-2016","        358.85","        360.00","        363.95","        355.30","        361.50","        361.65","        360.96","    5121611","      18487.15","      58881"
"TATASTEEL","EQ","20-Sep-2016","        361.65","        364.30","        370.00","        359.25","        365.25","        365.60","        365.18","    5697810","      20807.02","      67421"
"TATASTEEL","EQ","21-Sep-2016","        365.60","        365.30","        372.50","        365.30","        369.40","        369.80","        369.82","    6868967","      25402.58","      71931"
"TATASTEEL","EQ","22-Sep-2016","        369.80","        377.70","        379.80","        372.80","        377.30","        377.25","        376.23","    6669414","      25092.05","      65404"
"TATASTEEL","EQ","23-Sep-2016","        377.25","        377.35","        378.40","        371.00","        371.90","        372.00","        374.98","    4461871","      16731.06","      50480"
"TATASTEEL","EQ","26-Sep-2016","        372.00","        371.35","        376.55","        368.40","        370.25","        369.75","        372.66","    4351638","      16217.00","      47852"
"TATASTEEL","EQ","27-Sep-2016","        369.75","        372.60","        374.60","        366.60","        367.65","        367.95","        369.81","    4403977","      16286.31","      51302"
"TATASTEEL","EQ","28-Sep-2016","        367.95","        368.25","        382.20","        368.25","        381.20","        380.35","        375.08","    6338968","      23776.13","      57210"
"TATASTEEL","EQ","29-Sep-2016","        380.35","        383.35","        383.85","        365.00","        367.55","        368.80","        372.61","   13361086","      49784.66","      75265"
"TATASTEEL","EQ","30-Sep-2016","        368.80","        367.85","        377.45","        363.30","        375.55","        374.25","        370.27","    5506157","      20387.42","      52975"
"TATASTEEL","EQ","03-Oct-2016","        374.25","        376.90","        384.80","        376.30","        383.20","        382.85","        381.73","    4480810","      17104.58","      45832"
"TATASTEEL","EQ","04-Oct-2016","        382.85","        386.00","        393.00","        382.40","        391.55","        391.15","        388.28","    8523432","      33095.03","      80603"
"TATASTEEL","EQ","05-Oct-2016","        391.15","        395.20","        396.50","        389.00","        389.05","        390.70","        392.60","    5154852","      20238.18","      45806"
"TATASTEEL","EQ","06-Oct-2016","        390.70","        392.80","        395.85","        386.55","        391.05","        389.85","        390.89","    7730432","      30217.85","      66122"
"TATASTEEL","EQ","07-Oct-2016","        389.85","        392.90","        407.60","        390.20","        406.55","        406.55","        400.73","   11610384","      46525.80","     113299"
"TATASTEEL","EQ","10-Oct-2016","        406.55","        409.90","        420.70","        409.00","        419.30","        418.40","        416.73","   11642373","      48517.28","     118759"
